d1,d2,d3,open,high
07,12,2011,1179.550049,1192.199951
08,12,2011,1166.300049,1188
09,12,2011,1170.949951,1182.900024
12,12,2011,1174.199951,1189.199951
13,12,2011,1169,1196.699951
14,12,2011,1179,1187.849976
15,12,2011,1170,1188
16,12,2011,1180.5,1182
19,12,2011,1143.5,1156.150024
20,12,2011,1141,1150
21,12,2011,1149,1165.400024
22,12,2011,1148,1161.949951
23,12,2011,1150,1161.300049
26,12,2011,1152.300049,1190
27,12,2011,1186,1190
28,12,2011,1169.900024,1184.099976
29,12,2011,1161.099976,1178.449951
30,12,2011,1175,1181
02,01,2012,1155.150024,1186
03,01,2012,1182.300049,1209.800049
04,01,2012,1202,1204
05,01,2012,1172,1185
06,01,2012,1161.050049,1187.949951
09,01,2012,1173.800049,1180
10,01,2012,1175,1184.5
11,01,2012,1172,1175.449951
12,01,2012,1114,1114
13,01,2012,1098,1103.800049
16,01,2012,1086.5,1112.849976
17,01,2012,1117,1124.400024
18,01,2012,1081,1095.949951
19,01,2012,1088,1089.599976
20,01,2012,1080.400024,1090
23,01,2012,1078.050049,1091.699951
24,01,2012,1082.400024,1095
25,01,2012,1092,1109
27,01,2012,1096.75,1119.449951
30,01,2012,1100.050049,1118
31,01,2012,1114,1134
01,02,2012,1130,1134
02,02,2012,1135,1151.5
03,02,2012,1151,1173.900024
06,02,2012,1172,1197.699951
07,02,2012,1202,1208.349976
08,02,2012,1213,1226
09,02,2012,1207.050049,1231.900024
10,02,2012,1224,1234.599976
13,02,2012,1222,1235
14,02,2012,1225,1228.349976
15,02,2012,1229.900024,1248
16,02,2012,1240,1241.099976
17,02,2012,1239.949951,1252.949951
21,02,2012,1228.699951,1237
22,02,2012,1234,1266
23,02,2012,1252.949951,1274.75
24,02,2012,1265,1279.199951
27,02,2012,1275,1278.550049
28,02,2012,1250,1258.5
29,02,2012,1240,1241
01,03,2012,1221.050049,1226.150024
02,03,2012,1226,1230
05,03,2012,1221.349976,1222
06,03,2012,1205,1221
07,03,2012,1201.599976,1201.599976
09,03,2012,1201.599976,1222
12,03,2012,1226.900024,1226.900024
13,03,2012,1185.5,1214.599976
14,03,2012,1212.050049,1212.050049
15,03,2012,1159.900024,1171.599976
16,03,2012,1167.5,1179
19,03,2012,1165,1169
20,03,2012,1131.599976,1144.300049
21,03,2012,1132.050049,1178.099976
22,03,2012,1165,1189.800049
23,03,2012,1172,1190.5
26,03,2012,1184.900024,1184.900024
27,03,2012,1174.25,1176.849976
28,03,2012,1170,1173.900024
29,03,2012,1163.150024,1163.150024
30,03,2012,1159.300049,1174
02,04,2012,1172.5,1195
03,04,2012,1198.5,1207
04,04,2012,1171,1189
09,04,2012,1178.349976,1189.699951
10,04,2012,1166,1174.900024
11,04,2012,1150,1154.449951
12,04,2012,1147,1149
13,04,2012,1093,1105
16,04,2012,1079,1079
17,04,2012,1075.050049,1093
18,04,2012,1100,1113.800049
19,04,2012,1096.650024,1104.949951
20,04,2012,1099.699951,1107.5
23,04,2012,1082,1102.449951
24,04,2012,1120,1229.75
25,04,2012,1192,1192
26,04,2012,1174,1199
27,04,2012,1193,1210
30,04,2012,1205.449951,1205.449951
02,05,2012,1205.449951,1275.300049
03,05,2012,1260,1284.599976
04,05,2012,1269,1294.800049
07,05,2012,1265.550049,1279.800049
08,05,2012,1225,1235.449951
09,05,2012,1202.900024,1235.199951
10,05,2012,1229.5,1242.050049
11,05,2012,1221,1237.25
14,05,2012,1230,1233.800049
15,05,2012,1215,1232.949951
16,05,2012,1221.099976,1241
17,05,2012,1223.699951,1234.900024
18,05,2012,1199.800049,1225
21,05,2012,1210,1224.800049
22,05,2012,1221,1235
23,05,2012,1230.550049,1234
24,05,2012,1224,1228.599976
25,05,2012,1221.050049,1225
28,05,2012,1222,1226.900024
29,05,2012,1226.400024,1247.900024
30,05,2012,1231.050049,1256.5
31,05,2012,1230.900024,1255
01,06,2012,1235,1243.199951
04,06,2012,1190,1216.849976
05,06,2012,1213,1230.800049
06,06,2012,1232.900024,1261.900024
07,06,2012,1245.050049,1250
08,06,2012,1232,1243
11,06,2012,1232.5,1245.75
12,06,2012,1225,1250.900024
13,06,2012,1245,1259.599976
14,06,2012,1247,1261.449951
15,06,2012,1246,1277.449951
18,06,2012,1275.099976,1287
19,06,2012,1255,1278
20,06,2012,1271,1275
21,06,2012,1250,1252.5
22,06,2012,1220,1240
25,06,2012,1236.5,1239.150024
26,06,2012,1222,1235.650024
27,06,2012,1233,1256.300049
28,06,2012,1252,1263
29,06,2012,1267,1285
02,07,2012,1278,1280
03,07,2012,1261,1269.449951
04,07,2012,1245,1249.900024
05,07,2012,1245,1247
06,07,2012,1245,1249.800049
09,07,2012,1248,1264.300049
10,07,2012,1265,1270
11,07,2012,1261,1273.900024
12,07,2012,1232,1250
13,07,2012,1275,1285
16,07,2012,1252.300049,1258.650024
17,07,2012,1218.699951,1218.699951
18,07,2012,1193,1204
19,07,2012,1202.099976,1210
20,07,2012,1204,1227.849976
23,07,2012,1213.900024,1227.5
24,07,2012,1212,1218.949951
25,07,2012,1205.800049,1215.400024
26,07,2012,1210.550049,1220
27,07,2012,1210,1232
30,07,2012,1230.550049,1242.800049
31,07,2012,1231.699951,1249.300049
01,08,2012,1240,1243.800049
02,08,2012,1229.949951,1237
03,08,2012,1230.550049,1240
06,08,2012,1243.5,1243.5
07,08,2012,1238,1270
08,08,2012,1270,1270
09,08,2012,1249,1268
10,08,2012,1257.5,1282.900024
13,08,2012,1280,1280
14,08,2012,1275,1275
16,08,2012,1268.650024,1271
17,08,2012,1266,1284.349976
21,08,2012,1277.449951,1305
22,08,2012,1295.550049,1310
23,08,2012,1293,1325
24,08,2012,1320.25,1328.5
27,08,2012,1315,1329.949951
28,08,2012,1324.75,1351.949951
29,08,2012,1350,1357.550049
30,08,2012,1335.050049,1378.5
31,08,2012,1355.050049,1358.849976
03,09,2012,1347.300049,1355
04,09,2012,1334.5,1347
05,09,2012,1337,1368
06,09,2012,1361.150024,1380
07,09,2012,1387,1395
10,09,2012,1387,1387
11,09,2012,1356.800049,1395
12,09,2012,1390,1420
13,09,2012,1410,1424.5
14,09,2012,1425,1438
17,09,2012,1416,1420.650024
18,09,2012,1341,1344
20,09,2012,1300.400024,1331.349976
21,09,2012,1321.800049,1332.900024
24,09,2012,1306,1314
25,09,2012,1290,1309.5
26,09,2012,1302,1305
27,09,2012,1283,1299
28,09,2012,1278,1306
01,10,2012,1298,1309.949951
03,10,2012,1302.599976,1324.800049
04,10,2012,1320,1320.650024
05,10,2012,1315,1317.050049
08,10,2012,1307,1315.699951
09,10,2012,1293.5,1298.949951
10,10,2012,1287.800049,1302.400024
11,10,2012,1287,1301.75
12,10,2012,1279,1312.150024
15,10,2012,1295,1305
16,10,2012,1301,1309
17,10,2012,1303,1304.849976
18,10,2012,1282.25,1309
19,10,2012,1310,1313.849976
22,10,2012,1326,1334.900024
23,10,2012,1323,1323.449951
25,10,2012,1313.300049,1323.800049
29,10,2012,1305,1321.5
30,10,2012,1307.550049,1321
31,10,2012,1310,1315.599976
01,11,2012,1315,1319
02,11,2012,1320,1337.800049
05,11,2012,1332,1342.599976
06,11,2012,1329.099976,1336.5
07,11,2012,1323,1332.75
08,11,2012,1320,1334.5
09,11,2012,1330,1332.550049
12,11,2012,1324.900024,1348
15,11,2012,1334.25,1334.25
16,11,2012,1295,1306.400024
19,11,2012,1290,1292.75
20,11,2012,1270.300049,1282
21,11,2012,1280,1294
22,11,2012,1289,1289
23,11,2012,1279,1291.25
26,11,2012,1288.099976,1295
27,11,2012,1300,1300
29,11,2012,1295.099976,1320
30,11,2012,1301,1324.900024
03,12,2012,1315,1321.900024
04,12,2012,1316.949951,1322
05,12,2012,1297,1307.75
06,12,2012,1298,1298.050049
07,12,2012,1275,1281.800049
10,12,2012,1263,1268
11,12,2012,1239,1243
12,12,2012,1223.449951,1240.75
13,12,2012,1238,1238
14,12,2012,1218,1243.650024
17,12,2012,1241,1250
18,12,2012,1209.75,1223.75
19,12,2012,1215.75,1236.800049
20,12,2012,1232,1251.800049
21,12,2012,1250,1264.5
24,12,2012,1259.900024,1271.25
26,12,2012,1263.199951,1270
27,12,2012,1264,1264
28,12,2012,1255.900024,1268.650024
31,12,2012,1260,1266
01,01,2013,1268,1268
02,01,2013,1266,1272.75
03,01,2013,1260,1282
04,01,2013,1282,1299.949951
07,01,2013,1300,1301.699951
08,01,2013,1291,1303.949951
09,01,2013,1297.5,1306.849976
10,01,2013,1276.300049,1281.800049
11,01,2013,1288.5,1322.449951
14,01,2013,1320,1348.050049
15,01,2013,1390,1400
16,01,2013,1339,1352.550049
17,01,2013,1350,1371
18,01,2013,1366,1366
21,01,2013,1355,1355
22,01,2013,1324,1332
23,01,2013,1319.800049,1323.449951
24,01,2013,1310,1334
25,01,2013,1323,1344
28,01,2013,1342.199951,1349.550049
29,01,2013,1340,1355.849976
30,01,2013,1340,1349.300049
31,01,2013,1344.900024,1352.199951
01,02,2013,1341.949951,1352.099976
04,02,2013,1347,1366
05,02,2013,1347.550049,1364.800049
06,02,2013,1363,1375.199951
07,02,2013,1363,1390
08,02,2013,1383.550049,1436
11,02,2013,1423.300049,1429.25
12,02,2013,1414,1415.75
13,02,2013,1406.099976,1437
14,02,2013,1425,1455
15,02,2013,1444,1451.400024
18,02,2013,1441.099976,1446.050049
19,02,2013,1424.900024,1449
20,02,2013,1443.050049,1455
21,02,2013,1442,1455.550049
22,02,2013,1449.949951,1462.949951
25,02,2013,1452,1473.900024
26,02,2013,1464.900024,1498
27,02,2013,1495,1501.699951
28,02,2013,1488,1520
01,03,2013,1512.199951,1515
04,03,2013,1495,1517
05,03,2013,1514.050049,1543
06,03,2013,1539,1562
07,03,2013,1560,1598
08,03,2013,1590.400024,1594.900024
11,03,2013,1571.050049,1587.099976
12,03,2013,1555,1569.150024
13,03,2013,1559.949951,1559.949951
14,03,2013,1555,1577.699951
15,03,2013,1571,1579.900024
18,03,2013,1558,1575
19,03,2013,1558.199951,1562.949951
20,03,2013,1540,1572
21,03,2013,1559,1573.949951
22,03,2013,1558.25,1560
25,03,2013,1550,1551.150024
26,03,2013,1544.849976,1568.900024
28,03,2013,1557.349976,1579.550049
01,04,2013,1571.800049,1572
02,04,2013,1554.949951,1571.949951
03,04,2013,1569,1575
04,04,2013,1535.050049,1536.150024
05,04,2013,1501,1506
08,04,2013,1494,1497.949951
09,04,2013,1481,1512
10,04,2013,1502,1540
11,04,2013,1540,1549
12,04,2013,1484,1530
15,04,2013,1515,1516.050049
16,04,2013,1473.099976,1494.75
17,04,2013,1495,1500
18,04,2013,1485,1485
22,04,2013,1450.699951,1457.199951
23,04,2013,1430,1446.900024
25,04,2013,1429.599976,1433
26,04,2013,1400,1402.050049
29,04,2013,1368.900024,1385.550049
30,04,2013,1364,1380.949951
02,05,2013,1376.25,1433.550049
03,05,2013,1425,1446.800049
06,05,2013,1422,1468.300049
07,05,2013,1470,1479
08,05,2013,1466.050049,1488.550049
09,05,2013,1475,1503.75
10,05,2013,1500,1509.900024
13,05,2013,1481.099976,1481.099976
14,05,2013,1454.349976,1470
15,05,2013,1452,1474.400024
16,05,2013,1469.099976,1469.25
17,05,2013,1460,1477
20,05,2013,1459,1483
21,05,2013,1464,1501.550049
22,05,2013,1500,1508
23,05,2013,1495,1525.199951
24,05,2013,1500,1502.449951
27,05,2013,1470,1499.900024
28,05,2013,1490,1517
29,05,2013,1520,1528.099976
30,05,2013,1490,1511.800049
31,05,2013,1500,1509.449951
03,06,2013,1500,1514
04,06,2013,1471.75,1473.800049
05,06,2013,1465,1472
06,06,2013,1454,1478.699951
07,06,2013,1471.849976,1539
10,06,2013,1530,1544.75
11,06,2013,1533,1540.800049
12,06,2013,1497,1497
13,06,2013,1465,1465.199951
14,06,2013,1440.349976,1457.300049
17,06,2013,1455,1459
18,06,2013,1450,1458
19,06,2013,1456,1458
20,06,2013,1425,1433.599976
21,06,2013,1410,1444
24,06,2013,1415,1432.5
25,06,2013,1415,1426.150024
26,06,2013,1391,1441.599976
27,06,2013,1442.5,1496
28,06,2013,1490,1525
01,07,2013,1508,1515.099976
02,07,2013,1494.050049,1506.900024
03,07,2013,1490,1519
04,07,2013,1500,1537.300049
05,07,2013,1540,1557.099976
08,07,2013,1530,1536.699951
09,07,2013,1508,1521.75
10,07,2013,1510,1526.349976
11,07,2013,1518,1568.25
12,07,2013,1596.300049,1622.75
15,07,2013,1600,1647
16,07,2013,1625,1664.800049
17,07,2013,1649.349976,1684
18,07,2013,1682,1695
19,07,2013,1700,1755
22,07,2013,1739,1758.599976
23,07,2013,1751,1780
24,07,2013,1745,1791
25,07,2013,1788.699951,1808
26,07,2013,1792,1799.699951
29,07,2013,1758,1794.099976
30,07,2013,1779.699951,1804.5
31,07,2013,1789,1830.099976
01,08,2013,1810,1832
02,08,2013,1820,1849.5
05,08,2013,1838.199951,1876
06,08,2013,1869,1881
07,08,2013,1866.349976,1890.300049
08,08,2013,1817.650024,1854.5
12,08,2013,1846.050049,1846.050049
13,08,2013,1825,1844.199951
14,08,2013,1819,1857.349976
16,08,2013,1830.550049,1830.550049
19,08,2013,1782,1807.300049
20,08,2013,1781,1785
21,08,2013,1736,1741.699951
22,08,2013,1710,1793.949951
23,08,2013,1781,1836
26,08,2013,1830,1876.5
27,08,2013,1830.099976,1871.949951
28,08,2013,1830,1942
29,08,2013,1905.349976,1969
30,08,2013,1940.099976,2040
02,09,2013,2018,2065.449951
03,09,2013,2054.899902,2065
04,09,2013,1993.099976,2075.850098
05,09,2013,2075,2075
06,09,2013,2006,2025
10,09,2013,1987.550049,2017
11,09,2013,2006,2025
12,09,2013,1997,1999
13,09,2013,1968,2000
16,09,2013,1951.099976,1980
17,09,2013,1908,1951.75
18,09,2013,1946,1964.800049
19,09,2013,1960,1988
20,09,2013,1955,1988.449951
23,09,2013,1945,1978
24,09,2013,1960,1976
25,09,2013,1945.099976,1971.599976
26,09,2013,1945,1972.699951
27,09,2013,1938,1960.5
30,09,2013,1948,1961.25
01,10,2013,1927,1950
03,10,2013,1945.550049,2034.900024
04,10,2013,2030,2067.800049
07,10,2013,2038,2094
08,10,2013,2087,2098
09,10,2013,2062.050049,2095
10,10,2013,2090,2097.949951
11,10,2013,2110,2136.350098
14,10,2013,2125,2224
15,10,2013,2235,2258.050049
17,10,2013,2218.149902,2239.899902
18,10,2013,2104,2130.699951
21,10,2013,2121.100098,2127
22,10,2013,2080,2108
23,10,2013,2090,2093
24,10,2013,2055,2082.600098
25,10,2013,2000,2071.050049
28,10,2013,2070,2089.449951
29,10,2013,2062,2086
30,10,2013,2072,2099.399902
31,10,2013,2091,2113.399902
01,11,2013,2110,2140.800049
05,11,2013,2097.149902,2102
06,11,2013,2062,2100
07,11,2013,2091,2148
08,11,2013,2122,2130
11,11,2013,2090,2139.899902
12,11,2013,2104,2119.199951
13,11,2013,2092,2104.899902
14,11,2013,2066,2072.399902
18,11,2013,2025.75,2060
19,11,2013,2047.650024,2055
20,11,2013,2040,2050.5
21,11,2013,2024.099976,2035.5
22,11,2013,2000,2011.599976
25,11,2013,2005.300049,2026.5
26,11,2013,2022,2022
27,11,2013,2009,2009.949951
28,11,2013,1995,1997.099976
29,11,2013,1984.5,2014.949951
02,12,2013,2001,2020
03,12,2013,2011.050049,2040
04,12,2013,2020.75,2030
05,12,2013,2015,2035.199951
06,12,2013,1990.150024,2010
09,12,2013,2020,2030
10,12,2013,2008.699951,2089
11,12,2013,2071.100098,2089.850098
12,12,2013,2048.800049,2070
13,12,2013,2046,2046
16,12,2013,2008,2039.699951
17,12,2013,2032,2065.199951
18,12,2013,2045,2070.899902
19,12,2013,2065,2108.899902
20,12,2013,2095.800049,2129.850098
23,12,2013,2130,2143.649902
24,12,2013,2121,2129.050049
26,12,2013,2111.149902,2117
27,12,2013,2102,2166.800049
30,12,2013,2165,2174.800049
31,12,2013,2160.199951,2183.300049
01,01,2014,2180,2185
02,01,2014,2160,2187.149902
03,01,2014,2175,2228.25
06,01,2014,2226,2243.649902
07,01,2014,2238.300049,2254.800049
08,01,2014,2214.850098,2242.5
09,01,2014,2230,2254.75
10,01,2014,2250,2307
13,01,2014,2290,2382.25
14,01,2014,2380,2384.199951
15,01,2014,2343,2377
16,01,2014,2380,2380
17,01,2014,2300,2300
20,01,2014,2220,2348.899902
21,01,2014,2330.149902,2340
22,01,2014,2295,2296
23,01,2014,2273.899902,2277
24,01,2014,2254,2284
27,01,2014,2236,2258
28,01,2014,2224.5,2247.699951
29,01,2014,2231.100098,2234
30,01,2014,2204,2229
31,01,2014,2230,2269.75
03,02,2014,2227,2244
04,02,2014,2179.050049,2179.050049
05,02,2014,2160,2195
06,02,2014,2190,2190
07,02,2014,2185,2191.300049
10,02,2014,2145,2148
11,02,2014,2095,2126
12,02,2014,2123.699951,2123.800049
13,02,2014,2109,2139
14,02,2014,2139,2184.399902
17,02,2014,2169,2187
18,02,2014,2166.699951,2189.899902
19,02,2014,2171,2209.75
20,02,2014,2202.199951,2221.5
21,02,2014,2203,2211
24,02,2014,2206,2206
25,02,2014,2190,2199.699951
26,02,2014,2191,2195
28,02,2014,2182.399902,2277
03,03,2014,2270,2296.899902
04,03,2014,2238,2255.149902
05,03,2014,2253.050049,2284.300049
06,03,2014,2254,2259
07,03,2014,2250,2250
10,03,2014,2225,2227
11,03,2014,2148.199951,2177.149902
12,03,2014,2146.149902,2189.350098
13,03,2014,2155,2201.5
14,03,2014,2149.5,2161
18,03,2014,2141.149902,2150
19,03,2014,2078,2078
20,03,2014,2039,2121
21,03,2014,2122,2143.800049
24,03,2014,2132,2157.25
25,03,2014,2149.699951,2172
26,03,2014,2151.5,2154.600098
27,03,2014,2100,2112.199951
28,03,2014,2100,2140
31,03,2014,2105,2135.949951
01,04,2014,2145,2181
02,04,2014,2179.800049,2200
03,04,2014,2171,2180.899902
04,04,2014,2171,2186
07,04,2014,2131,2175
09,04,2014,2150.399902,2160.050049
10,04,2014,2140,2148
11,04,2014,2125.800049,2174
15,04,2014,2163.699951,2258.800049
16,04,2014,2270,2270
17,04,2014,2218,2230
21,04,2014,2217.449951,2242
22,04,2014,2227.300049,2248.949951
23,04,2014,2225.100098,2240
24,04,2014,2214.949951,2214.949951
25,04,2014,2214,2234.699951
28,04,2014,2223,2223
29,04,2014,2192.699951,2205.600098
30,04,2014,2194,2206.949951
02,05,2014,2189.399902,2219.199951
05,05,2014,2210,2229
06,05,2014,2220,2220
07,05,2014,2191,2202.699951
08,05,2014,2165,2181
09,05,2014,2160,2184
12,05,2014,2160,2167
13,05,2014,2175,2237.949951
14,05,2014,2210,2237.5
15,05,2014,2217,2217.75
16,05,2014,2193,2253.649902
19,05,2014,2160,2160
20,05,2014,2034,2089
21,05,2014,2065,2087.800049
22,05,2014,2090,2118.25
23,05,2014,2121,2147.850098
26,05,2014,2135,2170
27,05,2014,2156,2183.699951
28,05,2014,2132,2160
29,05,2014,2155,2177
30,05,2014,2160,2169.149902
02,06,2014,2147,2154
03,06,2014,2130,2138.5
04,06,2014,2132,2135
05,06,2014,2091.899902,2112.399902
06,06,2014,2110,2110
09,06,2014,2085,2119
10,06,2014,2119.899902,2160
11,06,2014,2163,2211.850098
12,06,2014,2248.100098,2250.5
13,06,2014,2235,2235.75
16,06,2014,2215,2274.100098
17,06,2014,2281.050049,2296.850098
18,06,2014,2288,2288.100098
19,06,2014,2227,2284
20,06,2014,2280,2293.699951
23,06,2014,2286,2299
24,06,2014,2264.75,2315
25,06,2014,2307,2318
26,06,2014,2305,2343
27,06,2014,2320,2404.949951
30,06,2014,2402,2427
01,07,2014,2415,2423
02,07,2014,2395,2412.699951
03,07,2014,2407,2430
04,07,2014,2417.75,2426.050049
07,07,2014,2410,2492.5
08,07,2014,2490,2490
09,07,2014,2450,2471.050049
10,07,2014,2396.100098,2425
11,07,2014,2376,2409
14,07,2014,2415,2436.899902
15,07,2014,2427,2439.800049
16,07,2014,2402,2417.300049
17,07,2014,2413.800049,2428.75
18,07,2014,2451,2486
21,07,2014,2449.949951,2470
22,07,2014,2467.899902,2539
23,07,2014,2541,2595
24,07,2014,2599,2600
25,07,2014,2595,2613.350098
28,07,2014,2585,2599.800049
30,07,2014,2588.699951,2609.899902
31,07,2014,2578.800049,2591.75
01,08,2014,2577,2588
04,08,2014,2522.199951,2542
05,08,2014,2550,2550
06,08,2014,2524,2534.699951
07,08,2014,2500,2501
08,08,2014,2470,2505.649902
11,08,2014,2500,2501
12,08,2014,2480,2484.149902
13,08,2014,2470,2528.949951
14,08,2014,2500,2529.949951
18,08,2014,2496.550049,2505.600098
19,08,2014,2498,2500
20,08,2014,2470,2470
21,08,2014,2441,2460
22,08,2014,2445,2468
25,08,2014,2470,2525.399902
26,08,2014,2521,2549.899902
27,08,2014,2538.899902,2565.800049
28,08,2014,2560,2560
01,09,2014,2524.600098,2560
02,09,2014,2540,2552
03,09,2014,2550,2612.949951
04,09,2014,2613,2627.300049
05,09,2014,2592,2620
08,09,2014,2605.5,2650
09,09,2014,2650,2667
10,09,2014,2633,2655
11,09,2014,2620,2625
12,09,2014,2595.899902,2623.449951
15,09,2014,2607.5,2614.800049
16,09,2014,2569,2573.949951
17,09,2014,2570,2604.699951
18,09,2014,2592,2648.800049
19,09,2014,2638.050049,2733.25
22,09,2014,2708.100098,2735
23,09,2014,2726,2780
24,09,2014,2695,2698.699951
25,09,2014,2650,2725.800049
26,09,2014,2715,2723.850098
29,09,2014,2699,2777.800049
30,09,2014,2770,2779.949951
01,10,2014,2749,2802
07,10,2014,2775.699951,2834
08,10,2014,2735,2747
09,10,2014,2690,2721.199951
10,10,2014,2709.899902,2724.899902
13,10,2014,2685,2730
14,10,2014,2735,2740
15,10,2014,2699.699951,2699.699951
16,10,2014,2724,2751.550049
17,10,2014,2475,2509.5
20,10,2014,2480,2497.300049
21,10,2014,2431,2444.25
22,10,2014,2480,2483
27,10,2014,2452.399902,2515.050049
28,10,2014,2480,2480.899902
29,10,2014,2477.899902,2509
30,10,2014,2516.800049,2573
31,10,2014,2562,2620
03,11,2014,2645,2645.399902
05,11,2014,2589.300049,2621.050049
07,11,2014,2600.850098,2614.649902
10,11,2014,2588,2588
11,11,2014,2582,2593.600098
12,11,2014,2571,2610
13,11,2014,2591.800049,2603
14,11,2014,2585.5,2612.5
17,11,2014,2598,2624.300049
18,11,2014,2617,2625
19,11,2014,2591,2594
20,11,2014,2594.949951,2610
21,11,2014,2606,2633.949951
24,11,2014,2612.050049,2656.25
25,11,2014,2650,2680
26,11,2014,2620,2652.600098
27,11,2014,2629,2659
28,11,2014,2660,2688
01,12,2014,2643,2700
02,12,2014,2692,2709
03,12,2014,2661.149902,2668.100098
04,12,2014,2664,2665
05,12,2014,2646,2648
08,12,2014,2585,2587.75
09,12,2014,2520,2558.449951
10,12,2014,2512,2531
11,12,2014,2511.800049,2522.949951
12,12,2014,2499,2521.850098
15,12,2014,2393.800049,2393.800049
16,12,2014,2350,2457.649902
17,12,2014,2450,2471.899902
18,12,2014,2451,2466.5
19,12,2014,2464,2520.25
22,12,2014,2532.800049,2532.800049
23,12,2014,2518.199951,2535
24,12,2014,2516,2518.5
26,12,2014,2481.149902,2510.899902
29,12,2014,2505.100098,2535
30,12,2014,2525,2542.300049
31,12,2014,2526,2560
01,01,2015,2554.350098,2563.5
02,01,2015,2547.25,2589
05,01,2015,2593,2599.050049
06,01,2015,2527,2527
07,01,2015,2460.5,2479
08,01,2015,2445,2450
09,01,2015,2450,2518
12,01,2015,2520,2529
13,01,2015,2515.300049,2530
14,01,2015,2503.550049,2530.800049
15,01,2015,2521.949951,2583.5
16,01,2015,2540,2545
19,01,2015,2531.899902,2552.699951
20,01,2015,2526.899902,2529.649902
21,01,2015,2516,2519
22,01,2015,2511.899902,2520.800049
23,01,2015,2505,2530
27,01,2015,2501.699951,2519.899902
28,01,2015,2503,2543.050049
29,01,2015,2535,2558.399902
30,01,2015,2545,2574.949951
02,02,2015,2482.100098,2520
03,02,2015,2501,2560
04,02,2015,2565,2569.649902
05,02,2015,2515,2590
06,02,2015,2552,2592
09,02,2015,2575,2575
10,02,2015,2505,2524.199951
11,02,2015,2460,2487.600098
12,02,2015,2479,2479
13,02,2015,2470,2546.75
16,02,2015,2550,2593.449951
18,02,2015,2585.25,2640
19,02,2015,2648,2685
20,02,2015,2680.100098,2694.949951
23,02,2015,2673.899902,2719.899902
24,02,2015,2697.5,2727
25,02,2015,2708,2722.949951
26,02,2015,2675,2694.199951
27,02,2015,2653,2670.899902
02,03,2015,2675.100098,2707
03,03,2015,2670,2790
04,03,2015,2775,2810
05,03,2015,2748,2768.149902
09,03,2015,2696.350098,2696.350098
10,03,2015,2643.25,2674.600098
11,03,2015,2639.550049,2661.350098
12,03,2015,2616,2624.800049
13,03,2015,2625,2638.600098
16,03,2015,2582,2609.949951
17,03,2015,2580.199951,2605.5
18,03,2015,2590,2598.899902
19,03,2015,2585,2606
20,03,2015,2600,2616.75
23,03,2015,2611,2630.75
24,03,2015,2621.949951,2636
25,03,2015,2599,2614
26,03,2015,2557.800049,2586.100098
27,03,2015,2531,2571.25
30,03,2015,2525,2562.600098
31,03,2015,2560,2567.399902
01,04,2015,2565,2565
06,04,2015,2543.399902,2560.449951
07,04,2015,2568,2592
08,04,2015,2588,2652
09,04,2015,2678.800049,2683.949951
10,04,2015,2655,2669.649902
13,04,2015,2667,2667
15,04,2015,2650.25,2712
16,04,2015,2634.899902,2634.899902
17,04,2015,2561,2561
20,04,2015,2484,2486
21,04,2015,2438.899902,2450
22,04,2015,2425,2468.149902
23,04,2015,2472.100098,2476.449951
24,04,2015,2458,2515
27,04,2015,2509,2518.600098
28,04,2015,2505,2506.649902
29,04,2015,2494,2495
30,04,2015,2484,2484
04,05,2015,2466.649902,2503.850098
05,05,2015,2501.25,2535
06,05,2015,2511,2517
07,05,2015,2465,2556
08,05,2015,2552,2586.800049
11,05,2015,2545,2562.850098
12,05,2015,2555,2559.25
13,05,2015,2525.850098,2545
14,05,2015,2528.5,2528.5
15,05,2015,2508,2530
18,05,2015,2515,2525
19,05,2015,2520,2529.5
20,05,2015,2528,2563.699951
21,05,2015,2559.899902,2580
22,05,2015,2555.5,2629
25,05,2015,2620,2633.199951
26,05,2015,2603.149902,2622
27,05,2015,2595,2631.5
28,05,2015,2600,2624.899902
29,05,2015,2611.350098,2646.949951
01,06,2015,2610.25,2644.850098
02,06,2015,2628,2630.5
03,06,2015,2609.949951,2625
04,06,2015,2620,2622
05,06,2015,2584.550049,2605
08,06,2015,2598,2598
09,06,2015,2575,2588
10,06,2015,2564,2610
11,06,2015,2605,2625
12,06,2015,2574.850098,2588.050049
15,06,2015,2500,2519.899902
16,06,2015,2512.100098,2516.399902
17,06,2015,2511,2530.050049
18,06,2015,2515,2528.550049
19,06,2015,2539.899902,2560
22,06,2015,2552.550049,2605
23,06,2015,2600,2600
24,06,2015,2582,2585.800049
25,06,2015,2567,2574
26,06,2015,2553,2598
29,06,2015,2580,2603.199951
30,06,2015,2590,2590
01,07,2015,2565,2599
02,07,2015,2608.800049,2608.800049
03,07,2015,2577,2608.649902
06,07,2015,2590,2643.399902
07,07,2015,2635,2646.649902
08,07,2015,2601,2622.449951
09,07,2015,2600,2600
10,07,2015,2562,2562
13,07,2015,2484,2518.300049
14,07,2015,2509,2511.800049
15,07,2015,2503,2550
16,07,2015,2541,2558.449951
17,07,2015,2541,2567
20,07,2015,2559,2589
21,07,2015,2579.5,2599.050049
22,07,2015,2560,2567.899902
23,07,2015,2535,2538.449951
24,07,2015,2514,2517
27,07,2015,2500,2505
28,07,2015,2500,2518.949951
29,07,2015,2512,2515.449951
30,07,2015,2510,2515
31,07,2015,2490,2518.5
03,08,2015,2509.899902,2524
